route,severity,published,supplier,product,finding,how
WRITING,major,published,"Hill Interiors","Silver Punch Faced Ceramic Large Candle Holder | Kaiku","9 filler phrases: elevate your, seamlessly, perfect for, adds a touch of, statement piece…","Tier 2 rewrite"
AUTOMATIC,major,published,"Hill Interiors","Silver Punch Faced Ceramic Large Candle Holder | Kaiku","1 FAQ answer nothing (e.g. ""Does the candle holder have a warranty?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Large Hammered Silver Astral Vase | Kaiku","Only 1 concrete fact across 1424 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Large Hammered Silver Astral Vase | Kaiku","9 filler phrases: elevate your, effortlessly, seamlessly, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Large Hammered Silver Astral Vase | Kaiku","1424 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Large Hammered Silver Astral Vase | Kaiku","1 FAQ answer nothing (e.g. ""What if my vase arrives damaged?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,blocker,published,"Hill Interiors","Large Hammered Silver Astral Vase | Kaiku","Raw template syntax is visible in the copy.","new: strip serialisation garbage, then re-check by hand"
WRITING,major,published,"Hill Interiors","Hammered Silver Astral Vase | Kaiku","Only 1 concrete fact across 891 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Hammered Silver Astral Vase | Kaiku","11 filler phrases: elevate any, seamlessly, perfect for, designed to enhance, adds a touch of…","Tier 2 rewrite"
AUTOMATIC,major,published,"Hill Interiors","Hammered Silver Astral Vase | Kaiku","1 FAQ answer nothing (e.g. ""How big is the vase?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Hammered Silver Astral Vase | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Garda Grey Glazed Gisela Vase | Kaiku","Only 1 concrete fact across 1121 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Garda Grey Glazed Gisela Vase | Kaiku","11 filler phrases: elevate your, effortlessly, seamlessly, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Garda Grey Glazed Gisela Vase | Kaiku","1121 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Garda Grey Glazed Gisela Vase | Kaiku","2 FAQs answer nothing (e.g. ""What are the dimensions of the Garda Grey Glazed Gisela Vase"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Garda Grey Glazed Gisela Vase | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Garda Emerald Glazed Liv Vase | Kaiku","Only 2 concrete facts across 1219 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Garda Emerald Glazed Liv Vase | Kaiku","12 filler phrases: elevate your, effortlessly, seamlessly, whether you, adds a touch of…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Garda Emerald Glazed Liv Vase | Kaiku","1219 words carrying 2 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Garda Emerald Glazed Liv Vase | Kaiku","1 FAQ answer nothing (e.g. ""What if my vase arrives damaged?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Garda Grey Glazed Chive Vase | Kaiku","Only 1 concrete fact across 1075 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Garda Grey Glazed Chive Vase | Kaiku","13 filler phrases: elevate your, effortlessly, seamlessly, whether you, adds a touch of…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Garda Grey Glazed Chive Vase | Kaiku","1075 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Garda Grey Glazed Chive Vase | Kaiku","1 FAQ answer nothing (e.g. ""What if the vase arrives damaged?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Garda Grey Glazed Juniper Vase | Kaiku","Only 1 concrete fact across 1186 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Garda Grey Glazed Juniper Vase | Kaiku","10 filler phrases: elevate your, effortlessly, seamlessly, beautifully crafted, perfect for…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Garda Grey Glazed Juniper Vase | Kaiku","1186 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
NEEDS DATA,minor,published,"Hill Interiors","Garda Grey Glazed Juniper Vase | Kaiku","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
WRITING,major,published,"Hill Interiors","Garda Grey Glazed Tiber Vase | Kaiku","Only 1 concrete fact across 959 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Garda Grey Glazed Tiber Vase | Kaiku","7 filler phrases: effortlessly, seamlessly, whether you, statement piece, any space…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Garda Grey Glazed Tiber Vase | Kaiku","959 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Garda Grey Glazed Tiber Vase | Kaiku","1 FAQ answer nothing (e.g. ""What if the vase arrives damaged?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Galaxy Silver And Grey Hand Painted Canvas | Kaiku","Only 1 concrete fact across 1025 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Galaxy Silver And Grey Hand Painted Canvas | Kaiku","10 filler phrases: effortlessly, seamlessly, timeless elegance, transform your, perfect for…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Galaxy Silver And Grey Hand Painted Canvas | Kaiku","1025 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Galaxy Silver And Grey Hand Painted Canvas | Kaiku","1 FAQ answer nothing (e.g. ""What are the dimensions of the Galaxy Silver and Grey Hand P"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Galaxy Silver And Grey Hand Painted Canvas | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Sona Large Hurricane Lantern With Lid | Kaiku","Only 1 concrete fact across 1125 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Sona Large Hurricane Lantern With Lid | Kaiku","10 filler phrases: elevate your, effortlessly, seamlessly, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Sona Large Hurricane Lantern With Lid | Kaiku","1125 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
WRITING,major,published,"Hill Interiors","Rhea Large Lighthouse Tealight Holder | Kaiku","Only 1 concrete fact across 1220 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Rhea Large Lighthouse Tealight Holder | Kaiku","13 filler phrases: effortlessly, seamlessly, perfect for, whether you, designed to enhance…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Rhea Large Lighthouse Tealight Holder | Kaiku","1220 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Rhea Large Lighthouse Tealight Holder | Kaiku","1 FAQ answer nothing (e.g. ""What if my tealight holder arrives damaged?"").","fix-catalogue-tier1.ts --apply"
WRITING,major,published,"Hill Interiors","Mistora Hand Painted Canvas In Frame | Kaiku","Only 1 concrete fact across 1145 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Mistora Hand Painted Canvas In Frame | Kaiku","7 filler phrases: seamlessly, beautifully crafted, perfect for, whether you, any space…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Mistora Hand Painted Canvas In Frame | Kaiku","1145 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Mistora Hand Painted Canvas In Frame | Kaiku","1 FAQ answer nothing (e.g. ""What are the dimensions of the artwork?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Mistora Hand Painted Canvas In Frame | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Hill Interiors","Silvra Hand Painted Canvas In Frame | Kaiku","Only 1 concrete fact across 1072 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Hill Interiors","Silvra Hand Painted Canvas In Frame | Kaiku","9 filler phrases: seamlessly, transform your, perfect for, statement piece, versatile addition…","Tier 2 rewrite"
WRITING,major,published,"Hill Interiors","Silvra Hand Painted Canvas In Frame | Kaiku","1072 words carrying 1 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Hill Interiors","Silvra Hand Painted Canvas In Frame | Kaiku","2 FAQs answer nothing (e.g. ""What is the size of the Silvra Hand Painted Canvas?"").","fix-catalogue-tier1.ts --apply"
NEEDS DATA,major,published,"Hill Interiors","Silvra Hand Painted Canvas In Frame | Kaiku","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,published,"Aosom","All-Season Fire Pit Patio Furniture Set Wicker Sofa Set With 50000 Btu Fire Table For Outdoor Gatherings - Grey","Only 2 concrete facts across 972 words.","Tier 3 — write from sourceUrl"
WRITING,major,published,"Aosom","All-Season Fire Pit Patio Furniture Set Wicker Sofa Set With 50000 Btu Fire Table For Outdoor Gatherings - Grey","6 filler phrases: elevate your, effortlessly, seamlessly, perfect for, whether you…","Tier 2 rewrite"
WRITING,major,published,"Aosom","All-Season Fire Pit Patio Furniture Set Wicker Sofa Set With 50000 Btu Fire Table For Outdoor Gatherings - Grey","972 words carrying 2 facts — length standing in for substance.","Tier 2 rewrite — target 350–650 words, facts first"
AUTOMATIC,major,published,"Aosom","All-Season Fire Pit Patio Furniture Set Wicker Sofa Set With 50000 Btu Fire Table For Outdoor Gatherings - Grey","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,published,"Aosom","All-Season Fire Pit Patio Furniture Set Wicker Sofa Set With 50000 Btu Fire Table For Outdoor Gatherings - Grey","SKU is not in the house format.","assign-skus.ts --apply"
WRITING,minor,published,"AW Dropship","Reclaimed Teak Sideboard Console Table with 6 Drawers | Kaiku","Filler phrases: effortlessly, whether you, statement piece","Tier 2 rewrite"
NEEDS DATA,major,published,"AW Dropship","Reclaimed Teak Sideboard Console Table with 6 Drawers | Kaiku","No supplier SKU — cannot be ordered or matched to a supplier feed.","supplier product file — §E"
AUTOMATIC,minor,published,"AW Dropship","Reclaimed Teak Sideboard Console Table with 6 Drawers | Kaiku","Doubled spacing inside a sentence.","new: fix-catalogue-tier1.ts, text-artefact pass"
WRITING,minor,published,"AW Dropship","Reclaimed Teak Console Table with 3 Drawers | Kaiku","Filler phrases: effortlessly, perfect for, whether you","Tier 2 rewrite"
NEEDS DATA,major,published,"AW Dropship","Reclaimed Teak Console Table with 3 Drawers | Kaiku","No supplier SKU — cannot be ordered or matched to a supplier feed.","supplier product file — §E"
AUTOMATIC,minor,published,"AW Dropship","Reclaimed Teak Console Table with 3 Drawers | Kaiku","Doubled spacing inside a sentence.","new: fix-catalogue-tier1.ts, text-artefact pass"
WRITING,minor,published,"AW Dropship","Reclaimed Teak Dining Table 180cm | Kaiku","Filler phrases: effortlessly, timeless elegance, whether you","Tier 2 rewrite"
NEEDS DATA,major,published,"AW Dropship","Reclaimed Teak Dining Table 180cm | Kaiku","No supplier SKU — cannot be ordered or matched to a supplier feed.","supplier product file — §E"
WRITING,minor,published,"AW Dropship","Reclaimed Teak Six Shelf Display Unit with Castors | Kaiku","Filler phrases: perfect for, whether you, statement piece, your space","Tier 2 rewrite"
NEEDS DATA,major,published,"AW Dropship","Reclaimed Teak Six Shelf Display Unit with Castors | Kaiku","No supplier SKU — cannot be ordered or matched to a supplier feed.","supplier product file — §E"
AUTOMATIC,minor,published,"AW Dropship","Reclaimed Teak Six Shelf Display Unit with Castors | Kaiku","Doubled spacing inside a sentence.","new: fix-catalogue-tier1.ts, text-artefact pass"
NEEDS DATA,major,published,"AW Dropship","Small Reclaimed Teak Coffee Table | Kaiku","No supplier SKU — cannot be ordered or matched to a supplier feed.","supplier product file — §E"
WRITING,minor,published,"AW Dropship","Small Reclaimed Teak Coffee Table | Kaiku","Sentences average 28 words.","Tier 2 rewrite"
AUTOMATIC,minor,published,"AW Dropship","Small Reclaimed Teak Coffee Table | Kaiku","Doubled spacing inside a sentence.","new: fix-catalogue-tier1.ts, text-artefact pass"
NEEDS DATA,major,published,"AW Dropship","4 Drawer Recycled Wood Storage Chest | Rustic Teak Storage Unit | Kaiku","No supplier SKU — cannot be ordered or matched to a supplier feed.","supplier product file — §E"
NEEDS DATA,major,published,"AW Dropship","Small Recycled Teak TV Stand with 2 Drawers | Kaiku","No supplier SKU — cannot be ordered or matched to a supplier feed.","supplier product file — §E"
